timestamp,endpoint,position,candidate,prefix,mean_ms,median_ms,stdev_ms,n_samples,p_value,winner,conclusive,recovered_so_far
2026-07-11T11:35:56.619974+00:00,/verify/safe,0,a,,1.3322788603117635,1.288843499878567,0.3846212910627937,150,,False,True,e
2026-07-11T11:35:56.620122+00:00,/verify/safe,0,b,,1.0657027499773368,0.9881729997687216,0.32906561352339503,150,,False,True,e
2026-07-11T11:35:56.620231+00:00,/verify/safe,0,c,,1.0508896397442078,0.8948180000061257,0.3602783427633136,150,,False,True,e
2026-07-11T11:35:56.620329+00:00,/verify/safe,0,d,,1.2388261323708856,1.1564239998733683,0.530657539859576,150,,False,True,e
2026-07-11T11:35:56.620423+00:00,/verify/safe,0,e,,1.5537935220610213,1.4910365000559977,0.37934042365278486,150,0.001216575163788763,True,True,e
2026-07-11T11:35:56.620516+00:00,/verify/safe,0,f,,1.445466191208144,1.4134640000520449,0.29021558175728,150,,False,True,e
2026-07-11T11:35:56.620606+00:00,/verify/safe,0,g,,1.1623265661656286,1.1736404999282968,0.35260270165366897,150,,False,True,e
2026-07-11T11:35:56.620693+00:00,/verify/safe,0,h,,1.2087599779353213,1.2294094999560912,0.25948510910852784,150,,False,True,e
2026-07-11T11:35:56.620782+00:00,/verify/safe,0,i,,1.0171834999957408,0.9431939997739391,0.2619323525687925,150,,False,True,e
2026-07-11T11:35:56.620869+00:00,/verify/safe,0,j,,1.2141677794174404,1.2400030002481799,0.2989986548299996,150,,False,True,e
2026-07-11T11:35:56.620955+00:00,/verify/safe,0,k,,1.2498255514669034,1.277629500009425,0.4386756797021582,150,,False,True,e
2026-07-11T11:35:56.621041+00:00,/verify/safe,0,l,,1.158663669156447,1.2138690001393115,0.2655216894795372,150,,False,True,e
2026-07-11T11:35:56.621126+00:00,/verify/safe,0,m,,0.9609286249937052,0.9207889997924212,0.21543403710508463,150,,False,True,e
2026-07-11T11:35:56.621210+00:00,/verify/safe,0,n,,1.2105624338453387,1.2335870001152216,0.33149228362574007,150,,False,True,e
2026-07-11T11:35:56.621292+00:00,/verify/safe,0,o,,1.1419784411694256,1.1163014999056031,0.23849876734839182,150,,False,True,e
2026-07-11T11:35:56.621372+00:00,/verify/safe,0,p,,1.2418292646965015,1.2353600000096776,0.318629459936048,150,,False,True,e
2026-07-11T11:35:56.621453+00:00,/verify/safe,0,q,,1.109503500000595,1.0359429998061387,0.2912869446974126,150,,False,True,e
2026-07-11T11:35:56.621535+00:00,/verify/safe,0,r,,1.0108781176407267,0.9308900002906739,0.33314357482978546,150,,False,True,e
2026-07-11T11:35:56.621621+00:00,/verify/safe,0,s,,1.2677179411518997,1.2845475000631268,0.34873681635780857,150,,False,True,e
2026-07-11T11:35:56.621706+00:00,/verify/safe,0,t,,1.2235665955900539,1.2676075000399578,0.2727939177887305,150,,False,True,e
2026-07-11T11:35:56.621789+00:00,/verify/safe,0,u,,1.3091081470941603,1.311018500246064,0.36314800375601686,150,,False,True,e
2026-07-11T11:35:56.621869+00:00,/verify/safe,0,v,,1.3012697132373485,1.2402185000155441,0.3856663262570599,150,,False,True,e
2026-07-11T11:35:56.621949+00:00,/verify/safe,0,w,,1.016019191146878,0.9890420001283928,0.2331196899278615,150,,False,True,e
2026-07-11T11:35:56.622029+00:00,/verify/safe,0,x,,1.0859105440939696,1.0325694997845858,0.33790419401724864,150,,False,True,e
2026-07-11T11:35:56.622109+00:00,/verify/safe,0,y,,0.9961015955736109,0.9188330000142741,0.246518152413734,150,,False,True,e
2026-07-11T11:35:56.622189+00:00,/verify/safe,0,z,,1.0200887426709841,0.936966000153916,0.3407455774748191,150,,False,True,e
2026-07-11T11:35:56.622271+00:00,/verify/safe,0,A,,1.2302739485388723,1.1609929999849555,0.37844522848382695,150,,False,True,e
