timestamp,endpoint,position,candidate,mean_us,stdev_us,n_samples,p_value,winner,conclusive,recovered_so_far
2026-07-10T14:39:19.038311+00:00,local,0,a,0.8900000264273129,2.69883532818766,100,,False,True,X
2026-07-10T14:39:19.038593+00:00,local,0,b,0.8211111182592705,0.166518082438231,100,,False,True,X
2026-07-10T14:39:19.038797+00:00,local,0,c,0.8277779165331999,0.06116713216283713,100,,False,True,X
2026-07-10T14:39:19.038987+00:00,local,0,d,0.9077777980969081,0.16396595198444855,100,,False,True,X
2026-07-10T14:39:19.039161+00:00,local,0,e,0.8455556679918017,0.08798525298840576,100,,False,True,X
2026-07-10T14:39:19.039331+00:00,local,0,f,0.8544445437211026,0.11641106677998306,100,,False,True,X
2026-07-10T14:39:19.039501+00:00,local,0,g,0.9355555852784568,0.17374078089421696,100,,False,True,X
2026-07-10T14:39:19.039694+00:00,local,0,h,0.9299999065761868,0.08736316589994281,100,,False,True,X
2026-07-10T14:39:19.039860+00:00,local,0,i,1.0200001068167492,0.20953061882527768,100,,False,True,X
2026-07-10T14:39:19.040072+00:00,local,0,j,0.967777749691676,0.14425002822900468,100,,False,True,X
2026-07-10T14:39:19.040239+00:00,local,0,k,0.9511112794926804,0.12115177187710073,100,,False,True,X
2026-07-10T14:39:19.040387+00:00,local,0,l,0.9333333259241449,4.28758166552561,100,,False,True,X
2026-07-10T14:39:19.040539+00:00,local,0,m,0.9466665990961095,0.134371081117856,100,,False,True,X
2026-07-10T14:39:19.040686+00:00,local,0,n,0.967777810324656,0.18072799504055626,100,,False,True,X
2026-07-10T14:39:19.040828+00:00,local,0,o,0.9266667297601493,0.13046515768259492,100,,False,True,X
2026-07-10T14:39:19.040969+00:00,local,0,p,1.003333272819873,0.25780744125728017,100,,False,True,X
2026-07-10T14:39:19.041510+00:00,local,0,q,0.9677778911686296,0.2174135430488302,100,,False,True,X
2026-07-10T14:39:19.042007+00:00,local,0,r,0.9711112094616207,0.153672340437744,100,,False,True,X
2026-07-10T14:39:19.042624+00:00,local,0,s,0.9355555650674634,8.297173901055745,100,,False,True,X
2026-07-10T14:39:19.042994+00:00,local,0,t,0.9299999267871802,9.598296308534307,100,,False,True,X
2026-07-10T14:39:19.043239+00:00,local,0,u,0.908888735769627,0.052223409463421105,100,,False,True,X
2026-07-10T14:39:19.043439+00:00,local,0,v,0.9188888321255541,4.408413861750726,100,,False,True,X
2026-07-10T14:39:19.043681+00:00,local,0,w,0.9055555791645828,0.09540462059176928,100,,False,True,X
2026-07-10T14:39:19.043881+00:00,local,0,x,0.912222155117585,0.06872567078079708,100,,False,True,X
2026-07-10T14:39:19.044067+00:00,local,0,y,0.9433331191151714,0.14417651239030008,100,,False,True,X
2026-07-10T14:39:19.044243+00:00,local,0,z,0.9544443956757378,0.07009377116980717,100,,False,True,X
2026-07-10T14:39:19.044420+00:00,local,0,A,0.973333266705999,0.25244476452909465,100,,False,True,X
2026-07-10T14:39:19.044614+00:00,local,0,B,1.0866667960524663,6.626582200142239,100,,False,True,X
2026-07-10T14:39:19.044784+00:00,local,0,C,1.0499999714536696,1.0300194823207507,100,,False,True,X
2026-07-10T14:39:19.044945+00:00,local,0,D,1.0466667340046518,0.16409830705218123,100,,False,True,X
2026-07-10T14:39:19.045111+00:00,local,0,E,1.0344443985054061,0.1622910003144881,100,,False,True,X
